location,timestamp,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,rainfall,pressure,aqi,day,month,hour,season,location_encoded,aqi_lag1,aqi_lag24,pm25_rolling7,target_24h,target_48h,target_72h,target_7d
Mumbai,2024-01-06 08:00:00,123.99,220.13,41.94,19.21,1.51,28.06,29.7,21.2,9.0,0.0,1014.6,279,6,1,8,1,4,214.0,248.0,127.55,204.0,262.0,299.0,330.0
Pune,2024-01-06 09:00:00,99.86,147.04,81.32,16.11,2.05,47.13,20.1,55.6,7.9,0.0,1011.5,225,6,1,9,1,6,279.0,292.0,116.65714285714284,294.0,389.0,304.0,273.0
Indore,2024-01-06 10:00:00,57.97,95.6,54.89,13.09,2.03,49.75,23.2,80.1,11.2,0.0,1016.6,138,6,1,10,1,3,225.0,429.0,115.80571428571429,291.0,253.0,347.0,334.0
Indore,2024-01-06 11:00:00,122.74,182.77,27.59,25.19,1.37,7.08,30.5,51.0,5.1,0.0,1011.4,256,6,1,11,1,3,138.0,275.0,112.8442857142857,195.0,500.0,347.0,306.0
Mumbai,2024-01-06 12:00:00,77.51,118.04,45.94,23.75,1.16,28.86,22.9,76.2,2.7,3.0,1007.2,172,6,1,12,1,4,256.0,272.0,94.25714285714285,398.0,306.0,148.0,193.0
Mumbai,2024-01-06 13:00:00,138.94,224.89,37.57,28.46,1.07,70.45,32.8,53.1,8.0,0.0,1002.4,300,6,1,13,1,4,172.0,249.0,102.62285714285714,287.0,180.0,179.0,204.0
Delhi,2024-01-06 14:00:00,83.22,130.4,12.89,7.54,1.28,46.17,28.5,60.8,8.7,0.0,1017.9,175,6,1,14,1,2,300.0,99.0,100.60428571428572,169.0,188.0,310.0,323.0
Bengaluru,2024-01-06 15:00:00,182.0,266.46,73.59,27.45,1.18,47.47,30.0,39.8,7.8,0.0,998.6,388,6,1,15,1,5,175.0,279.0,108.89142857142858,311.0,316.0,292.0,321.0
Delhi,2024-01-06 16:00:00,88.67,130.2,59.25,37.54,1.68,54.42,35.7,40.4,7.6,0.0,1002.9,196,6,1,16,1,2,388.0,277.0,107.29285714285716,171.0,234.0,292.0,263.0
Pune,2024-01-06 17:00:00,107.12,167.88,56.53,16.84,1.61,38.24,29.2,69.6,4.1,0.0,1015.0,237,6,1,17,1,6,196.0,463.0,114.31428571428572,327.0,327.0,500.0,269.0
Mumbai,2024-01-06 18:00:00,152.54,259.76,50.65,33.27,1.7,49.15,37.8,72.1,7.1,0.0,1011.9,338,6,1,18,1,4,237.0,249.0,118.57142857142857,349.0,293.0,310.0,393.0
Bhopal,2024-01-06 19:00:00,70.77,124.49,25.89,18.16,2.03,48.05,33.4,58.4,6.4,15.0,1020.8,159,6,1,19,1,1,338.0,289.0,117.60857142857142,199.0,267.0,338.0,215.0
Bhopal,2024-01-06 20:00:00,129.1,185.08,40.26,10.39,2.33,45.55,23.3,38.4,10.9,0.0,1008.1,270,6,1,20,1,1,159.0,273.0,116.20285714285714,336.0,185.0,343.0,307.0
Indore,2024-01-06 21:00:00,172.29,268.29,61.47,17.86,1.46,33.49,36.1,58.7,8.7,3.0,1016.6,372,6,1,21,1,3,270.0,172.0,128.92714285714285,285.0,137.0,311.0,260.0
Indore,2024-01-06 22:00:00,55.7,80.21,31.18,27.34,1.95,40.41,28.8,78.1,6.6,0.0,1010.9,121,6,1,22,1,3,372.0,371.0,110.88428571428572,339.0,230.0,238.0,230.0
Bengaluru,2024-01-06 23:00:00,127.39,179.18,7.49,14.13,1.22,29.76,24.2,85.9,13.0,0.0,1015.3,255,6,1,23,1,5,121.0,323.0,116.41571428571429,413.0,314.0,336.0,342.0
Bengaluru,2024-01-07 00:00:00,130.4,217.07,44.37,15.8,1.99,38.18,28.9,52.9,6.6,0.0,1013.0,287,7,1,0,1,5,255.0,325.0,119.74142857142856,258.0,281.0,205.0,335.0
Bengaluru,2024-01-07 01:00:00,151.27,248.24,45.73,24.15,1.93,21.64,34.8,31.4,9.3,0.0,1015.0,330,7,1,1,1,5,287.0,188.0,119.56000000000002,202.0,164.0,243.0,332.0
Bengaluru,2024-01-07 02:00:00,70.52,103.33,50.17,20.02,1.9,26.93,30.2,71.4,7.0,0.0,1013.3,157,7,1,2,1,5,330.0,395.0,119.52428571428572,185.0,273.0,229.0,386.0
Bhopal,2024-01-07 03:00:00,67.18,100.34,59.66,24.09,1.45,34.05,39.8,53.6,12.7,3.0,1013.8,154,7,1,3,1,1,157.0,143.0,110.67857142857143,211.0,296.0,266.0,260.0
Mumbai,2024-01-07 04:00:00,140.88,198.56,58.2,21.66,1.07,24.79,34.6,73.1,7.8,15.0,1005.5,297,7,1,4,1,4,154.0,311.0,106.19142857142857,247.0,185.0,467.0,305.0
Pune,2024-01-07 05:00:00,131.88,228.68,52.14,23.36,0.7,30.93,30.7,62.5,7.9,0.0,1012.5,297,7,1,5,1,6,297.0,448.0,117.07428571428571,299.0,268.0,107.0,240.0
Pune,2024-01-07 06:00:00,130.02,232.72,67.13,16.97,1.38,35.71,19.8,43.9,7.1,3.0,1015.6,300,7,1,6,1,6,297.0,182.0,117.45,277.0,266.0,321.0,280.0
Bengaluru,2024-01-07 07:00:00,133.86,194.65,23.7,21.62,2.17,43.63,25.7,58.9,8.1,0.0,1011.7,275,7,1,7,1,5,300.0,214.0,117.94428571428571,337.0,176.0,120.0,253.0
Delhi,2024-01-07 08:00:00,92.8,138.51,56.07,13.51,1.25,51.29,27.5,78.9,11.3,0.0,1011.4,204,7,1,8,1,2,275.0,279.0,109.59142857142857,262.0,299.0,228.0,273.0
Pune,2024-01-07 09:00:00,129.29,225.92,58.02,29.02,1.79,31.51,31.9,55.6,10.2,0.0,1000.7,294,7,1,9,1,6,204.0,225.0,117.98714285714286,389.0,304.0,350.0,315.0
Bengaluru,2024-01-07 10:00:00,131.72,233.23,28.17,15.56,1.82,56.69,31.5,41.4,7.6,0.0,1021.2,291,7,1,10,1,5,294.0,138.0,127.20714285714287,253.0,347.0,271.0,206.0
Bhopal,2024-01-07 11:00:00,91.43,143.34,23.95,27.9,1.26,51.14,28.2,32.6,12.9,0.0,1003.8,195,7,1,11,1,1,291.0,256.0,120.14285714285714,500.0,347.0,170.0,440.0
Indore,2024-01-07 12:00:00,194.63,276.42,36.06,18.36,2.06,45.06,27.8,45.6,10.3,15.0,1008.3,398,7,1,12,1,3,195.0,172.0,129.10714285714286,306.0,148.0,203.0,176.0
Delhi,2024-01-07 13:00:00,138.95,196.72,37.42,21.41,0.1,40.15,32.0,51.4,6.1,0.0,1007.3,287,7,1,13,1,2,398.0,300.0,130.38285714285715,180.0,179.0,315.0,167.0
Bengaluru,2024-01-07 14:00:00,72.35,117.9,60.05,16.54,0.79,42.47,21.0,71.1,3.1,0.0,1013.8,169,7,1,14,1,5,287.0,175.0,121.5957142857143,188.0,310.0,201.0,353.0
Bhopal,2024-01-07 15:00:00,146.26,227.75,38.17,12.89,0.94,54.62,38.9,40.1,6.2,0.0,1014.1,311,7,1,15,1,1,169.0,388.0,129.2328571428571,316.0,292.0,284.0,306.0
Indore,2024-01-07 16:00:00,81.01,114.35,34.3,7.79,0.99,55.13,12.7,82.9,8.8,15.0,1016.0,171,7,1,16,1,3,311.0,196.0,122.33571428571429,234.0,292.0,261.0,310.0
Bengaluru,2024-01-07 17:00:00,151.48,247.42,38.21,12.61,1.57,56.69,37.2,36.6,9.4,15.0,1016.2,327,7,1,17,1,5,171.0,237.0,125.15857142857142,327.0,500.0,216.0,302.0
Bhopal,2024-01-07 18:00:00,166.34,233.63,65.9,17.73,1.55,38.58,26.7,95.3,11.8,0.0,1022.3,349,7,1,18,1,1,327.0,338.0,135.85999999999999,293.0,310.0,459.0,273.0
Bhopal,2024-01-07 19:00:00,87.17,149.5,48.21,21.48,1.6,45.77,34.0,85.6,4.0,0.0,1010.2,199,7,1,19,1,1,349.0,159.0,120.50857142857144,267.0,338.0,325.0,193.0
Mumbai,2024-01-07 20:00:00,158.54,241.38,45.13,27.07,1.7,56.81,29.5,60.3,6.1,0.0,1007.0,336,7,1,20,1,4,199.0,270.0,123.30714285714285,185.0,343.0,95.0,269.0
Bhopal,2024-01-07 21:00:00,136.51,193.31,46.24,16.88,0.92,29.27,29.4,31.6,3.7,0.0,1010.6,285,7,1,21,1,1,336.0,372.0,132.47285714285712,137.0,311.0,280.0,195.0
Bengaluru,2024-01-07 22:00:00,152.88,250.01,68.67,13.83,0.79,33.54,30.9,57.1,3.2,0.0,1005.4,339,7,1,22,1,5,285.0,121.0,133.41857142857143,230.0,238.0,213.0,350.0
Bhopal,2024-01-07 23:00:00,195.87,305.38,36.01,9.9,1.6,38.22,32.7,51.8,5.5,0.0,1009.9,413,7,1,23,1,1,339.0,255.0,149.82714285714286,314.0,336.0,332.0,250.0
Delhi,2024-01-08 00:00:00,110.18,197.18,69.05,23.36,1.08,50.59,24.7,37.6,8.7,0.0,1002.7,258,8,1,0,1,2,413.0,287.0,143.92714285714285,281.0,205.0,199.0,197.0
Bhopal,2024-01-08 01:00:00,89.85,145.35,51.37,29.68,0.61,50.81,34.2,62.7,10.0,0.0,1007.0,202,8,1,1,1,1,258.0,330.0,133.0,164.0,243.0,257.0,236.0
Bhopal,2024-01-08 02:00:00,84.42,127.48,45.43,28.86,1.89,34.77,19.4,44.8,4.5,0.0,1001.9,185,8,1,2,1,1,202.0,157.0,132.60714285714286,273.0,229.0,296.0,293.0
Pune,2024-01-08 03:00:00,87.37,147.11,88.01,24.97,2.1,16.88,27.0,46.6,4.9,3.0,1019.3,211,8,1,3,1,6,185.0,154.0,122.44000000000001,296.0,266.0,331.0,207.0
Delhi,2024-01-08 04:00:00,116.92,176.38,31.11,24.47,2.18,41.45,32.9,54.7,1.8,0.0,1012.7,247,8,1,4,1,2,211.0,297.0,119.64142857142858,185.0,467.0,166.0,187.0
Bengaluru,2024-01-08 05:00:00,133.65,235.44,42.34,31.88,1.49,25.14,34.0,48.8,8.2,3.0,1023.3,299,8,1,5,1,5,247.0,297.0,116.89428571428572,268.0,107.0,237.0,281.0
Indore,2024-01-08 06:00:00,131.07,203.14,28.28,22.32,1.71,17.14,30.2,91.3,5.2,3.0,1018.7,277,8,1,6,1,3,299.0,300.0,107.63714285714286,266.0,321.0,233.0,298.0
Mumbai,2024-01-08 07:00:00,153.09,247.99,63.24,24.52,2.08,20.31,24.2,49.4,12.8,0.0,1019.3,337,8,1,7,1,4,277.0,275.0,113.76714285714284,176.0,120.0,212.0,225.0
Pune,2024-01-08 08:00:00,120.52,171.17,75.03,17.75,1.08,42.57,33.3,65.1,8.8,15.0,1011.2,262,8,1,8,1,6,337.0,204.0,118.14857142857144,299.0,228.0,429.0,213.0
Indore,2024-01-08 09:00:00,178.14,279.76,74.72,10.47,1.96,57.05,22.3,60.3,7.0,0.0,1014.9,389,8,1,9,1,3,262.0,294.0,131.53714285714287,304.0,350.0,301.0,289.0
Bengaluru,2024-01-08 10:00:00,109.41,189.61,67.58,15.21,1.54,38.54,39.3,63.6,5.4,3.0,1006.6,253,8,1,10,1,5,389.0,291.0,134.68571428571428,347.0,271.0,160.0,146.0
Bengaluru,2024-01-08 11:00:00,228.81,394.06,44.84,19.94,1.86,40.96,26.4,64.9,2.7,0.0,1008.8,500,8,1,11,1,5,253.0,195.0,150.67000000000002,347.0,170.0,328.0,144.0
Pune,2024-01-08 12:00:00,145.03,216.05,42.16,20.43,1.49,54.56,16.2,72.1,3.1,0.0,1012.1,306,8,1,12,1,6,500.0,398.0,152.29571428571427,148.0,203.0,448.0,201.0
Delhi,2024-01-08 13:00:00,85.71,127.75,21.26,33.48,2.05,16.38,18.6,62.3,5.5,0.0,1001.6,180,8,1,13,1,2,306.0,287.0,145.81571428571428,179.0,315.0,333.0,237.0
Indore,2024-01-08 14:00:00,77.16,133.26,80.57,20.57,1.51,45.28,27.3,61.6,5.3,3.0,1009.0,188,8,1,14,1,3,180.0,169.0,134.9685714285714,310.0,201.0,142.0,295.0
Bhopal,2024-01-08 15:00:00,139.3,246.86,55.5,28.25,0.66,37.84,28.0,58.9,4.3,0.0,1016.8,316,8,1,15,1,1,188.0,311.0,137.65142857142857,292.0,284.0,214.0,378.0
Delhi,2024-01-08 16:00:00,111.06,159.72,40.13,16.95,2.13,45.92,40.8,55.8,8.7,0.0,1009.1,234,8,1,16,1,2,316.0,171.0,128.06857142857143,292.0,261.0,378.0,329.0
Delhi,2024-01-08 17:00:00,148.56,234.73,69.25,17.82,0.93,31.23,19.7,43.4,9.1,15.0,1007.6,327,8,1,17,1,2,234.0,327.0,133.66142857142856,500.0,216.0,204.0,238.0
Mumbai,2024-01-08 18:00:00,138.93,213.25,32.44,10.7,2.03,26.55,27.3,57.0,6.0,15.0,1009.7,293,8,1,18,1,4,327.0,349.0,120.82142857142857,310.0,459.0,290.0,265.0
Delhi,2024-01-08 19:00:00,117.09,204.7,54.51,14.8,1.35,39.97,19.6,61.9,13.7,0.0,1016.5,267,8,1,19,1,2,293.0,199.0,116.83000000000001,338.0,325.0,321.0,176.0
Indore,2024-01-08 20:00:00,86.13,123.46,45.24,23.69,1.99,61.09,23.6,64.4,1.9,3.0,1014.2,185,8,1,20,1,3,267.0,336.0,116.89,343.0,95.0,198.0,269.0
Bengaluru,2024-01-08 21:00:00,59.41,88.19,58.22,20.05,1.97,50.05,38.8,60.9,7.7,0.0,1010.6,137,8,1,21,1,5,185.0,285.0,114.35428571428572,311.0,280.0,252.0,248.0
Pune,2024-01-08 22:00:00,102.14,173.74,46.98,26.6,1.62,30.89,19.0,54.3,6.8,0.0,1012.1,230,8,1,22,1,6,137.0,339.0,109.0457142857143,238.0,213.0,48.0,286.0
Mumbai,2024-01-08 23:00:00,154.26,219.12,24.79,21.27,1.65,19.23,31.1,57.1,5.7,0.0,1017.1,314,8,1,23,1,4,230.0,413.0,115.21714285714286,336.0,332.0,177.0,185.0
Pune,2024-01-09 00:00:00,128.56,205.32,49.21,17.53,1.61,14.45,29.8,49.1,5.3,15.0,1019.8,281,9,1,0,1,6,314.0,258.0,112.36,205.0,199.0,231.0,305.0
Pune,2024-01-09 01:00:00,70.17,110.65,64.78,35.04,0.39,56.43,26.8,63.0,7.5,0.0,1009.2,164,9,1,1,1,6,281.0,202.0,102.53714285714284,243.0,257.0,167.0,380.0
Bhopal,2024-01-09 02:00:00,126.93,194.68,47.53,19.34,1.46,24.63,30.6,54.5,6.8,3.0,1011.5,273,9,1,2,1,1,164.0,185.0,103.94285714285715,229.0,296.0,400.0,245.0
Indore,2024-01-09 03:00:00,135.41,210.95,60.4,28.14,0.84,33.44,18.9,60.9,6.2,0.0,1019.5,296,9,1,3,1,3,273.0,211.0,110.98285714285714,266.0,331.0,152.0,292.0
Bhopal,2024-01-09 04:00:00,84.65,136.45,31.27,17.19,1.49,56.5,38.6,74.0,3.3,0.0,1015.1,185,9,1,4,1,1,296.0,247.0,114.58857142857143,467.0,166.0,224.0,314.0
Delhi,2024-01-09 05:00:00,126.15,184.75,47.58,24.97,0.83,15.41,40.5,46.7,2.3,0.0,1003.6,268,9,1,5,1,2,185.0,299.0,118.0185714285714,107.0,237.0,279.0,222.0
Indore,2024-01-09 06:00:00,122.33,199.25,38.01,26.5,0.81,58.89,27.3,67.5,6.6,15.0,1006.6,266,9,1,6,1,3,268.0,277.0,113.45714285714284,321.0,233.0,381.0,276.0
Pune,2024-01-09 07:00:00,74.28,127.93,59.95,21.46,2.2,34.45,44.0,58.5,6.2,3.0,1006.8,176,9,1,7,1,6,266.0,337.0,105.70285714285714,120.0,212.0,148.0,255.0
Mumbai,2024-01-09 08:00:00,134.31,228.88,48.5,3.52,1.93,21.92,24.2,90.3,6.9,0.0,1009.5,299,9,1,8,1,4,176.0,262.0,114.86571428571429,228.0,429.0,375.0,269.0
Pune,2024-01-09 09:00:00,142.43,208.17,59.04,20.13,1.4,34.54,29.8,54.5,7.2,0.0,1014.2,304,9,1,9,1,6,299.0,389.0,117.08,350.0,301.0,260.0,206.0
Mumbai,2024-01-09 10:00:00,163.32,238.4,65.4,28.61,1.49,27.88,37.0,69.1,5.8,0.0,1023.3,347,9,1,10,1,4,304.0,253.0,121.06714285714285,271.0,160.0,179.0,261.0
Bhopal,2024-01-09 11:00:00,162.15,244.41,59.07,23.69,1.28,44.17,23.8,58.2,6.8,0.0,1011.5,347,9,1,11,1,1,347.0,500.0,132.13857142857142,170.0,328.0,297.0,303.0
Bengaluru,2024-01-09 12:00:00,64.89,100.22,52.37,23.12,1.68,28.93,17.3,35.8,4.8,0.0,1016.0,148,9,1,12,1,5,347.0,306.0,123.38714285714285,203.0,448.0,289.0,398.0
Pune,2024-01-09 13:00:00,82.49,128.96,32.03,7.94,1.06,11.24,15.7,49.7,12.4,0.0,1018.8,179,9,1,13,1,6,148.0,180.0,117.69571428571429,315.0,333.0,206.0,363.0
Mumbai,2024-01-09 14:00:00,140.6,235.07,47.96,14.96,1.9,34.91,41.4,72.1,4.9,0.0,1020.9,310,9,1,14,1,4,179.0,188.0,127.17,201.0,142.0,260.0,441.0
Bhopal,2024-01-09 15:00:00,140.55,199.96,39.47,22.88,1.27,19.01,23.3,51.1,6.3,0.0,1018.8,292,9,1,15,1,1,310.0,316.0,128.0614285714286,284.0,214.0,232.0,205.0
Bengaluru,2024-01-09 16:00:00,140.6,198.79,42.49,22.87,1.19,40.86,25.7,22.5,5.2,3.0,1007.5,292,9,1,16,1,5,292.0,234.0,127.79999999999998,261.0,378.0,279.0,332.0
Indore,2024-01-09 17:00:00,274.11,426.72,42.01,28.5,1.41,21.38,19.2,57.5,5.1,0.0,1003.3,500,9,1,17,1,3,292.0,327.0,143.62714285714284,216.0,204.0,316.0,269.0
Mumbai,2024-01-09 18:00:00,142.84,239.8,32.32,18.99,1.1,31.17,33.6,40.5,7.6,15.0,1008.2,310,9,1,18,1,4,500.0,293.0,140.86857142857144,459.0,290.0,382.0,441.0
Mumbai,2024-01-09 19:00:00,165.42,244.39,16.68,22.84,1.56,40.56,21.5,60.1,7.2,0.0,1013.0,338,9,1,19,1,4,310.0,267.0,155.23000000000002,325.0,321.0,162.0,192.0
Pune,2024-01-09 20:00:00,158.16,262.01,37.31,20.11,1.13,35.03,23.6,82.8,6.0,0.0,1007.5,343,9,1,20,1,6,338.0,185.0,166.04,95.0,198.0,433.0,188.0
Pune,2024-01-09 21:00:00,146.06,219.66,51.09,13.09,1.63,41.51,29.1,70.3,6.6,0.0,1002.2,311,9,1,21,1,6,343.0,137.0,166.82,280.0,252.0,106.0,212.0
Bhopal,2024-01-09 22:00:00,107.39,188.41,26.43,4.21,2.01,47.52,19.6,82.6,5.2,3.0,1004.7,238,9,1,22,1,1,311.0,230.0,162.08285714285714,213.0,48.0,257.0,83.0
Mumbai,2024-01-09 23:00:00,150.36,264.37,48.25,23.02,1.04,21.79,25.7,49.0,8.8,0.0,1028.0,336,9,1,23,1,4,238.0,314.0,163.47714285714287,332.0,177.0,300.0,223.0
Bhopal,2024-01-10 00:00:00,89.09,135.32,78.4,21.22,1.33,37.1,36.8,55.7,14.1,3.0,1010.7,205,10,1,0,1,1,336.0,281.0,137.0457142857143,199.0,231.0,291.0,194.0
Mumbai,2024-01-10 01:00:00,110.53,164.91,64.37,15.67,1.63,5.0,30.0,41.3,4.7,0.0,1022.8,243,10,1,1,1,4,205.0,164.0,132.43,257.0,167.0,214.0,272.0
Bhopal,2024-01-10 02:00:00,100.59,157.37,74.3,8.67,1.18,41.46,27.9,47.1,8.8,0.0,1010.6,229,10,1,2,1,1,243.0,273.0,123.16857142857144,296.0,400.0,241.0,296.0
Mumbai,2024-01-10 03:00:00,123.27,184.45,54.26,24.41,1.63,33.79,28.5,43.2,7.6,15.0,1016.8,266,10,1,3,1,4,229.0,296.0,118.18428571428572,331.0,152.0,226.0,419.0
Indore,2024-01-10 04:00:00,212.59,354.8,66.68,18.14,1.68,24.23,24.3,37.1,9.6,15.0,1011.1,467,10,1,4,1,3,266.0,185.0,127.68857142857142,166.0,224.0,216.0,355.0
Pune,2024-01-10 05:00:00,45.31,78.4,36.42,23.9,1.94,42.42,41.0,79.9,9.7,3.0,1012.0,107,10,1,5,1,6,467.0,268.0,118.82000000000001,237.0,279.0,332.0,215.0
Indore,2024-01-10 06:00:00,147.45,246.13,37.69,33.05,1.1,54.42,21.3,24.5,8.2,0.0,1016.7,321,10,1,6,1,3,107.0,266.0,118.4042857142857,233.0,381.0,287.0,187.0
Bhopal,2024-01-10 07:00:00,55.49,95.99,5.0,5.01,0.93,31.34,28.5,79.9,7.4,15.0,1009.6,120,10,1,7,1,1,321.0,176.0,113.6042857142857,212.0,148.0,195.0,304.0
Indore,2024-01-10 08:00:00,101.12,157.63,66.98,15.1,1.25,24.77,27.8,77.9,6.1,0.0,1004.8,228,10,1,8,1,3,120.0,299.0,112.25999999999999,429.0,375.0,330.0,158.0
Bhopal,2024-01-10 09:00:00,163.56,239.21,72.65,18.53,0.92,40.31,34.1,66.0,5.1,0.0,1007.2,350,10,1,9,1,1,228.0,304.0,121.25571428571428,301.0,260.0,273.0,402.0
Pune,2024-01-10 10:00:00,122.57,207.78,39.15,30.18,1.68,19.3,34.7,40.2,7.2,15.0,1007.1,271,10,1,10,1,6,350.0,347.0,121.15571428571427,160.0,179.0,334.0,344.0
Bhopal,2024-01-10 11:00:00,76.89,118.73,43.94,8.55,0.82,28.75,26.8,32.7,3.4,0.0,1012.5,170,10,1,11,1,1,271.0,347.0,101.77000000000001,328.0,297.0,306.0,224.0
Pune,2024-01-10 12:00:00,91.39,152.48,35.94,33.55,2.57,55.11,29.0,49.2,5.6,0.0,1000.6,203,10,1,12,1,6,170.0,148.0,108.35285714285715,448.0,289.0,193.0,121.0
Delhi,2024-01-10 13:00:00,147.18,221.99,54.12,20.95,2.05,38.87,29.3,68.0,11.0,0.0,1013.8,315,10,1,13,1,2,203.0,179.0,108.3142857142857,333.0,206.0,204.0,381.0
Indore,2024-01-10 14:00:00,90.79,130.05,66.0,19.33,1.41,11.69,11.1,58.0,7.8,0.0,1019.6,201,10,1,14,1,3,315.0,310.0,113.35714285714288,142.0,260.0,323.0,256.0
Delhi,2024-01-10 15:00:00,128.66,231.2,20.12,18.61,1.83,12.84,15.9,41.3,10.4,0.0,1009.0,284,10,1,15,1,2,201.0,292.0,117.29142857142858,214.0,232.0,321.0,349.0
Pune,2024-01-10 16:00:00,121.82,178.16,54.55,16.95,0.58,40.27,22.8,76.4,12.2,3.0,1008.1,261,10,1,16,1,6,284.0,292.0,111.32857142857142,378.0,279.0,263.0,128.0
Pune,2024-01-10 17:00:00,93.94,168.65,43.57,27.34,2.66,50.07,23.1,85.0,6.9,0.0,1023.8,216,10,1,17,1,6,261.0,500.0,107.23857142857143,204.0,316.0,269.0,220.0
Delhi,2024-01-10 18:00:00,205.76,368.49,49.81,12.52,1.1,15.35,18.6,54.4,8.2,15.0,1020.8,459,10,1,18,1,2,216.0,310.0,125.64857142857143,290.0,382.0,393.0,258.0
Pune,2024-01-10 19:00:00,145.36,249.65,55.34,22.42,1.34,44.3,32.2,59.7,6.5,15.0,1014.6,325,10,1,19,1,6,459.0,338.0,133.35857142857142,321.0,162.0,215.0,266.0
Mumbai,2024-01-10 20:00:00,38.99,64.88,44.99,17.31,0.47,56.62,27.0,33.9,4.9,15.0,1007.5,95,10,1,20,1,4,325.0,343.0,117.90285714285714,198.0,433.0,307.0,228.0
Bhopal,2024-01-10 21:00:00,127.46,207.9,46.34,14.67,1.64,64.43,25.5,51.4,4.5,3.0,1015.5,280,10,1,21,1,1,95.0,311.0,123.14142857142858,252.0,106.0,260.0,308.0
Bengaluru,2024-01-10 22:00:00,93.53,163.34,44.58,38.1,0.85,42.64,18.2,66.2,10.2,0.0,1005.9,213,10,1,22,1,5,280.0,238.0,118.12285714285714,48.0,257.0,230.0,178.0
Delhi,2024-01-10 23:00:00,154.1,233.58,63.53,22.93,1.45,45.1,26.7,63.7,8.2,0.0,1004.1,332,10,1,23,1,2,213.0,336.0,122.73428571428569,177.0,300.0,342.0,241.0
Mumbai,2024-01-11 00:00:00,88.3,140.14,54.7,24.29,1.13,8.14,8.6,49.9,13.4,0.0,1014.7,199,11,1,0,1,4,332.0,205.0,121.92857142857143,231.0,291.0,335.0,267.0
Indore,2024-01-11 01:00:00,115.41,190.17,51.53,27.96,0.86,67.4,25.9,53.6,10.6,0.0,1009.1,257,11,1,1,1,3,199.0,243.0,109.02142857142857,167.0,214.0,332.0,304.0
Bengaluru,2024-01-11 02:00:00,140.2,219.34,27.66,10.05,1.0,29.94,27.4,50.8,5.2,0.0,999.9,296,11,1,2,1,5,257.0,229.0,108.28428571428572,400.0,241.0,386.0,324.0
Pune,2024-01-11 03:00:00,154.63,242.92,41.94,32.27,1.51,24.93,28.7,53.5,10.2,0.0,1015.5,331,11,1,3,1,6,296.0,266.0,124.8042857142857,152.0,226.0,260.0,160.0
Bhopal,2024-01-11 04:00:00,71.99,110.29,62.38,2.44,0.76,34.43,16.1,64.8,6.5,0.0,1020.8,166,11,1,4,1,1,331.0,467.0,116.87999999999998,224.0,216.0,305.0,139.0
Mumbai,2024-01-11 05:00:00,106.62,173.33,48.6,14.62,1.03,59.16,28.6,26.5,11.4,0.0,1016.0,237,11,1,5,1,4,166.0,107.0,118.74999999999999,279.0,332.0,240.0,377.0
Bengaluru,2024-01-11 06:00:00,101.0,175.77,58.55,16.79,1.73,68.91,19.7,56.8,5.9,0.0,1009.0,233,11,1,6,1,5,237.0,321.0,111.1642857142857,381.0,287.0,280.0,279.0
Bhopal,2024-01-11 07:00:00,93.87,138.98,76.26,24.07,2.7,39.76,21.3,63.6,4.1,0.0,999.2,212,11,1,7,1,1,233.0,120.0,111.96,148.0,195.0,253.0,204.0
Bhopal,2024-01-11 08:00:00,190.62,338.11,64.62,21.53,1.64,51.97,32.0,48.9,5.0,0.0,1012.9,429,11,1,8,1,1,212.0,228.0,122.70428571428572,375.0,330.0,273.0,392.0
Bengaluru,2024-01-11 09:00:00,136.2,228.22,49.49,18.83,0.94,38.6,41.1,50.3,5.1,15.0,1008.1,301,11,1,9,1,5,429.0,350.0,122.13285714285713,260.0,273.0,315.0,264.0
Mumbai,2024-01-11 10:00:00,69.56,120.3,39.82,19.92,1.22,23.47,27.4,50.8,4.8,0.0,1006.6,160,11,1,10,1,4,301.0,271.0,109.97999999999999,179.0,334.0,206.0,357.0
Pune,2024-01-11 11:00:00,156.71,254.27,7.14,13.15,1.42,58.67,21.3,50.3,5.7,0.0,1000.3,328,11,1,11,1,6,160.0,170.0,122.08285714285715,297.0,306.0,440.0,281.0
Bengaluru,2024-01-11 12:00:00,204.89,350.73,45.31,9.52,1.23,29.29,28.3,58.1,10.2,0.0,1023.3,448,11,1,12,1,5,328.0,203.0,136.12142857142857,289.0,193.0,176.0,447.0
Delhi,2024-01-11 13:00:00,161.3,226.86,42.78,25.09,1.85,59.5,33.6,60.1,13.2,0.0,1005.4,333,11,1,13,1,2,448.0,315.0,144.7357142857143,206.0,204.0,167.0,422.0
Bhopal,2024-01-11 14:00:00,59.23,102.3,54.25,24.86,1.51,56.18,31.3,24.4,3.2,15.0,1001.1,142,11,1,14,1,1,333.0,201.0,139.78714285714287,260.0,323.0,353.0,243.0
Indore,2024-01-11 15:00:00,100.63,142.5,45.54,31.09,1.85,46.6,46.0,68.4,11.5,15.0,1022.2,214,11,1,15,1,3,142.0,284.0,126.93142857142857,232.0,321.0,306.0,359.0
Pune,2024-01-11 16:00:00,170.68,299.7,42.87,14.47,1.24,63.61,22.0,53.4,6.0,0.0,1012.2,378,11,1,16,1,6,214.0,261.0,131.85714285714286,279.0,263.0,310.0,304.0
