City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,WindSpeed,Rainfall,Pressure,AQI
Pune,2024-01-09 20:00:00,158.16,262.01,37.31,20.11,1.13,35.03,23.6,82.8,6.0,0.0,1007.5,343
Pune,2024-01-09 21:00:00,146.06,219.66,51.09,13.09,1.63,41.51,29.1,70.3,6.6,0.0,1002.2,311
Bhopal,2024-01-09 22:00:00,107.39,188.41,26.43,4.21,2.01,47.52,19.6,82.6,5.2,3.0,1004.7,238
Mumbai,2024-01-09 23:00:00,150.36,264.37,48.25,23.02,1.04,21.79,25.7,49.0,8.8,0.0,1028.0,336
Bhopal,2024-01-10 00:00:00,89.09,135.32,78.4,21.22,1.33,37.1,36.8,55.7,14.1,3.0,1010.7,205
Mumbai,2024-01-10 01:00:00,110.53,164.91,64.37,15.67,1.63,5.0,30.0,41.3,4.7,0.0,1022.8,243
Bhopal,2024-01-10 02:00:00,100.59,157.37,74.3,8.67,1.18,41.46,27.9,47.1,8.8,0.0,1010.6,229
Mumbai,2024-01-10 03:00:00,123.27,184.45,54.26,24.41,1.63,33.79,28.5,43.2,7.6,15.0,1016.8,266
Indore,2024-01-10 04:00:00,212.59,354.8,66.68,18.14,1.68,24.23,24.3,37.1,9.6,15.0,1011.1,467
Pune,2024-01-10 05:00:00,45.31,78.4,36.42,23.9,1.94,42.42,41.0,79.9,9.7,3.0,1012.0,107
Indore,2024-01-10 06:00:00,147.45,246.13,37.69,33.05,1.1,54.42,21.3,24.5,8.2,0.0,1016.7,321
Bhopal,2024-01-10 07:00:00,55.49,95.99,5.0,5.01,0.93,31.34,28.5,79.9,7.4,15.0,1009.6,120
Indore,2024-01-10 08:00:00,101.12,157.63,66.98,15.1,1.25,24.77,27.8,77.9,6.1,0.0,1004.8,228
Bhopal,2024-01-10 09:00:00,163.56,239.21,72.65,18.53,0.92,40.31,34.1,66.0,5.1,0.0,1007.2,350
Pune,2024-01-10 10:00:00,122.57,207.78,39.15,30.18,1.68,19.3,34.7,40.2,7.2,15.0,1007.1,271
Bhopal,2024-01-10 11:00:00,76.89,118.73,43.94,8.55,0.82,28.75,26.8,32.7,3.4,0.0,1012.5,170
Pune,2024-01-10 12:00:00,91.39,152.48,35.94,33.55,2.57,55.11,29.0,49.2,5.6,0.0,1000.6,203
Delhi,2024-01-10 13:00:00,147.18,221.99,54.12,20.95,2.05,38.87,29.3,68.0,11.0,0.0,1013.8,315
Indore,2024-01-10 14:00:00,90.79,130.05,66.0,19.33,1.41,11.69,11.1,58.0,7.8,0.0,1019.6,201
Delhi,2024-01-10 15:00:00,128.66,231.2,20.12,18.61,1.83,12.84,15.9,41.3,10.4,0.0,1009.0,284
Pune,2024-01-10 16:00:00,121.82,178.16,54.55,16.95,0.58,40.27,22.8,76.4,12.2,3.0,1008.1,261
Pune,2024-01-10 17:00:00,93.94,168.65,43.57,27.34,2.66,50.07,23.1,85.0,6.9,0.0,1023.8,216
Delhi,2024-01-10 18:00:00,205.76,368.49,49.81,12.52,1.1,15.35,18.6,54.4,8.2,15.0,1020.8,459
Pune,2024-01-10 19:00:00,145.36,249.65,55.34,22.42,1.34,44.3,32.2,59.7,6.5,15.0,1014.6,325
Mumbai,2024-01-10 20:00:00,38.99,64.88,44.99,17.31,0.47,56.62,27.0,33.9,4.9,15.0,1007.5,95
Bhopal,2024-01-10 21:00:00,127.46,207.9,46.34,14.67,1.64,64.43,25.5,51.4,4.5,3.0,1015.5,280
Bengaluru,2024-01-10 22:00:00,93.53,163.34,44.58,38.1,0.85,42.64,18.2,66.2,10.2,0.0,1005.9,213
Delhi,2024-01-10 23:00:00,154.1,233.58,63.53,22.93,1.45,45.1,26.7,63.7,8.2,0.0,1004.1,332
Mumbai,2024-01-11 00:00:00,88.3,140.14,54.7,24.29,1.13,8.14,8.6,49.9,13.4,0.0,1014.7,199
Indore,2024-01-11 01:00:00,115.41,190.17,51.53,27.96,0.86,67.4,25.9,53.6,10.6,0.0,1009.1,257
Bengaluru,2024-01-11 02:00:00,140.2,219.34,27.66,10.05,1.0,29.94,27.4,50.8,5.2,0.0,999.9,296
Pune,2024-01-11 03:00:00,154.63,242.92,41.94,32.27,1.51,24.93,28.7,53.5,10.2,0.0,1015.5,331
Bhopal,2024-01-11 04:00:00,71.99,110.29,62.38,2.44,0.76,34.43,16.1,64.8,6.5,0.0,1020.8,166
Mumbai,2024-01-11 05:00:00,106.62,173.33,48.6,14.62,1.03,59.16,28.6,26.5,11.4,0.0,1016.0,237
Bengaluru,2024-01-11 06:00:00,101.0,175.77,58.55,16.79,1.73,68.91,19.7,56.8,5.9,0.0,1009.0,233
Bhopal,2024-01-11 07:00:00,93.87,138.98,76.26,24.07,2.7,39.76,21.3,63.6,4.1,0.0,999.2,212
Bhopal,2024-01-11 08:00:00,190.62,338.11,64.62,21.53,1.64,51.97,32.0,48.9,5.0,0.0,1012.9,429
Bengaluru,2024-01-11 09:00:00,136.2,228.22,49.49,18.83,0.94,38.6,41.1,50.3,5.1,15.0,1008.1,301
Mumbai,2024-01-11 10:00:00,69.56,120.3,39.82,19.92,1.22,23.47,27.4,50.8,4.8,0.0,1006.6,160
Pune,2024-01-11 11:00:00,156.71,254.27,7.14,13.15,1.42,58.67,21.3,50.3,5.7,0.0,1000.3,328
Bengaluru,2024-01-11 12:00:00,204.89,350.73,45.31,9.52,1.23,29.29,28.3,58.1,10.2,0.0,1023.3,448
Delhi,2024-01-11 13:00:00,161.3,226.86,42.78,25.09,1.85,59.5,33.6,60.1,13.2,0.0,1005.4,333
Bhopal,2024-01-11 14:00:00,59.23,102.3,54.25,24.86,1.51,56.18,31.3,24.4,3.2,15.0,1001.1,142
Indore,2024-01-11 15:00:00,100.63,142.5,45.54,31.09,1.85,46.6,46.0,68.4,11.5,15.0,1022.2,214
Pune,2024-01-11 16:00:00,170.68,299.7,42.87,14.47,1.24,63.61,22.0,53.4,6.0,0.0,1012.2,378
Bengaluru,2024-01-11 17:00:00,91.69,164.75,19.53,24.85,2.06,69.25,28.8,88.9,8.6,0.0,1011.3,204
Bengaluru,2024-01-11 18:00:00,137.75,209.06,32.96,18.01,1.32,35.55,37.8,38.9,2.2,0.0,1013.9,290
Bhopal,2024-01-11 19:00:00,150.99,224.08,55.63,28.33,0.91,26.68,37.4,44.1,9.2,15.0,1014.6,321
Bhopal,2024-01-11 20:00:00,82.92,141.48,75.45,27.15,2.49,11.9,13.3,54.8,1.1,0.0,1013.3,198
Bengaluru,2024-01-11 21:00:00,117.62,176.57,46.44,21.48,0.49,69.43,27.0,64.6,8.5,0.0,1003.0,252
Indore,2024-01-11 22:00:00,15.0,26.19,53.24,17.62,1.03,31.84,37.4,26.8,8.3,0.0,1002.5,48
Bhopal,2024-01-11 23:00:00,79.02,113.89,63.24,26.73,1.09,53.89,46.0,44.7,8.1,3.0,1007.6,177
Bhopal,2024-01-12 00:00:00,109.9,159.39,35.03,24.53,2.65,27.62,31.9,67.5,5.1,0.0,1008.9,231
Delhi,2024-01-12 01:00:00,70.09,125.58,53.87,15.21,2.3,59.54,24.4,42.8,9.3,0.0,1009.8,167
Mumbai,2024-01-12 02:00:00,185.3,309.36,36.15,10.71,2.15,28.2,19.9,79.9,8.8,0.0,1013.4,400
Delhi,2024-01-12 03:00:00,62.79,109.18,61.84,17.98,1.23,21.32,42.5,50.7,6.8,0.0,1010.3,152
Indore,2024-01-12 04:00:00,102.4,156.64,50.42,30.61,2.61,35.08,32.1,43.6,9.6,0.0,1007.9,224
Mumbai,2024-01-12 05:00:00,125.23,209.21,52.78,28.03,1.58,30.56,21.1,67.8,7.2,0.0,1014.4,279
Bengaluru,2024-01-12 06:00:00,177.65,290.94,35.48,12.21,1.89,46.35,25.6,83.7,9.2,3.0,1016.3,381
Indore,2024-01-12 07:00:00,62.57,102.69,59.31,11.83,1.49,37.28,29.2,64.7,7.1,0.0,1007.1,148
Indore,2024-01-12 08:00:00,166.53,278.6,81.36,28.92,1.38,46.79,30.8,78.2,8.2,0.0,1003.8,375
Delhi,2024-01-12 09:00:00,120.41,196.28,31.87,12.05,1.27,33.93,20.7,84.8,9.3,3.0,1013.1,260
Mumbai,2024-01-12 10:00:00,80.74,126.89,42.56,23.57,1.3,28.69,22.7,43.3,6.2,3.0,1009.5,179
Indore,2024-01-12 11:00:00,138.48,209.16,51.71,15.69,1.7,29.83,15.4,73.0,3.6,0.0,1017.0,297
Mumbai,2024-01-12 12:00:00,127.96,218.49,60.58,31.32,1.58,66.63,34.3,33.6,8.4,0.0,1006.1,289
Pune,2024-01-12 13:00:00,95.99,143.08,39.05,14.61,1.38,41.15,24.6,64.8,11.3,0.0,1004.8,206
Bengaluru,2024-01-12 14:00:00,122.79,205.92,5.0,28.0,2.15,10.23,30.3,56.9,8.5,0.0,1008.2,260
Mumbai,2024-01-12 15:00:00,104.59,156.18,69.75,21.29,0.1,30.72,37.0,77.9,8.5,15.0,1015.1,232
Delhi,2024-01-12 16:00:00,124.54,205.51,60.17,21.77,1.65,39.36,28.5,76.8,7.4,0.0,1009.9,279
Delhi,2024-01-12 17:00:00,146.49,248.85,20.11,6.21,1.76,63.84,26.2,67.1,9.9,0.0,1011.5,316
Indore,2024-01-12 18:00:00,183.44,272.87,38.28,4.58,1.97,52.4,28.4,62.8,6.9,0.0,1009.0,382
Mumbai,2024-01-12 19:00:00,70.49,100.37,73.09,18.46,1.37,25.1,27.4,66.1,6.0,0.0,1018.1,162
Delhi,2024-01-12 20:00:00,205.32,298.21,71.16,21.73,1.5,71.86,35.7,59.0,11.0,15.0,1014.9,433
Bhopal,2024-01-12 21:00:00,41.92,68.84,63.02,12.12,1.89,37.56,29.2,57.0,5.8,3.0,1002.9,106
Delhi,2024-01-12 22:00:00,113.93,198.21,45.18,12.38,2.15,55.45,23.2,81.1,10.3,0.0,1017.4,257
Bengaluru,2024-01-12 23:00:00,143.53,203.53,49.33,23.93,1.25,21.83,34.3,83.0,11.0,3.0,1015.5,300
Bhopal,2024-01-13 00:00:00,131.24,222.28,45.91,23.94,1.53,5.0,35.6,55.7,9.3,3.0,1018.5,291
Mumbai,2024-01-13 01:00:00,95.09,146.11,66.05,19.04,2.24,18.28,17.6,61.8,3.5,0.0,1008.8,214
Pune,2024-01-13 02:00:00,111.68,177.72,33.99,25.46,0.34,5.0,37.7,59.3,7.6,3.0,1006.4,241
Indore,2024-01-13 03:00:00,100.28,177.65,35.11,11.78,1.05,67.57,29.6,32.2,6.9,0.0,1011.5,226
Bhopal,2024-01-13 04:00:00,96.43,147.8,64.16,17.51,2.13,41.0,29.0,52.6,5.9,0.0,1013.0,216
Delhi,2024-01-13 05:00:00,153.98,244.24,47.29,31.54,1.95,25.05,34.0,83.6,8.0,0.0,1019.1,332
Indore,2024-01-13 06:00:00,134.28,188.73,70.06,20.48,1.66,44.34,23.0,46.0,10.0,3.0,1015.8,287
Pune,2024-01-13 07:00:00,92.28,132.21,37.26,20.88,1.18,40.65,33.7,91.8,6.0,0.0,1012.9,195
Pune,2024-01-13 08:00:00,155.98,234.51,47.12,36.14,0.96,46.69,24.4,76.8,7.0,15.0,1011.2,330
Indore,2024-01-13 09:00:00,132.29,186.68,33.24,10.2,1.1,54.93,16.7,64.4,6.7,3.0,1012.1,273
Indore,2024-01-13 10:00:00,152.51,252.04,48.12,25.58,2.17,33.94,20.0,67.0,11.2,0.0,1009.6,334
Indore,2024-01-13 11:00:00,145.19,228.02,24.34,31.65,1.09,25.68,31.0,43.3,6.7,0.0,1016.1,306
Mumbai,2024-01-13 12:00:00,86.84,140.62,40.2,17.73,1.45,49.59,20.4,53.8,3.5,0.0,1003.3,193
Mumbai,2024-01-13 13:00:00,97.59,143.45,25.02,26.02,1.02,49.23,38.3,81.1,2.5,0.0,1012.1,204
Mumbai,2024-01-13 14:00:00,149.89,227.59,59.1,13.13,1.82,39.41,35.3,48.2,8.7,15.0,1018.3,323
Delhi,2024-01-13 15:00:00,144.41,240.53,59.47,15.19,1.13,68.49,36.3,75.0,5.1,0.0,1005.2,321
Mumbai,2024-01-13 16:00:00,119.16,212.84,20.32,22.69,1.35,31.87,27.9,36.0,9.6,0.0,1023.7,263
Indore,2024-01-13 17:00:00,124.69,177.08,69.34,25.59,0.56,25.4,28.8,38.8,3.2,0.0,1005.5,269
Bhopal,2024-01-13 18:00:00,171.11,300.49,87.96,27.85,0.59,43.85,18.6,88.4,5.8,3.0,1009.0,393
Bhopal,2024-01-13 19:00:00,96.34,157.1,48.74,30.99,1.4,28.55,34.0,57.8,3.2,0.0,1018.2,215
Pune,2024-01-13 20:00:00,141.88,230.64,37.74,19.53,0.74,44.94,29.7,49.4,8.9,0.0,1020.7,307
Bhopal,2024-01-13 21:00:00,111.91,179.07,93.19,28.36,2.45,26.34,31.0,79.8,9.6,3.0,1014.1,260
Bhopal,2024-01-13 22:00:00,111.29,158.9,26.9,17.6,0.37,32.4,38.8,77.9,8.6,0.0,1014.0,230
Bhopal,2024-01-13 23:00:00,163.95,235.43,48.32,26.31,1.0,64.47,22.8,72.7,4.0,0.0,1022.7,342
Pune,2024-01-14 00:00:00,153.02,251.0,50.87,21.45,1.41,32.32,26.1,48.9,5.1,15.0,1003.8,335
Bengaluru,2024-01-14 01:00:00,152.54,234.36,69.52,23.12,1.22,26.82,29.3,53.4,8.2,0.0,1001.7,332
Bhopal,2024-01-14 02:00:00,172.22,304.3,53.76,22.96,0.85,54.39,20.5,63.0,2.1,3.0,1000.5,386
Bhopal,2024-01-14 03:00:00,120.84,188.83,40.02,8.77,0.92,23.29,25.7,69.1,6.7,0.0,1006.9,260
Bhopal,2024-01-14 04:00:00,147.28,214.63,32.78,12.13,0.9,28.3,30.5,49.9,12.4,3.0,1007.7,305
Pune,2024-01-14 05:00:00,107.59,181.38,42.53,20.72,1.26,46.07,24.7,60.7,6.9,0.0,1014.3,240
Delhi,2024-01-14 06:00:00,132.97,201.76,31.89,8.19,2.38,51.14,36.2,62.3,2.7,0.0,1018.0,280
Bengaluru,2024-01-14 07:00:00,114.79,184.84,48.77,25.82,1.44,55.09,16.4,78.6,5.6,15.0,1017.5,253
Bhopal,2024-01-14 08:00:00,123.88,208.01,38.97,26.1,1.99,27.54,34.9,70.1,5.5,0.0,1017.3,273
Pune,2024-01-14 09:00:00,143.81,253.11,24.1,22.29,1.65,46.34,31.6,33.9,14.3,0.0,1006.3,315
Pune,2024-01-14 10:00:00,87.27,149.83,68.08,12.15,1.96,31.47,23.0,54.6,12.8,0.0,1014.3,206
Mumbai,2024-01-14 11:00:00,203.7,340.28,40.04,29.66,0.1,29.52,20.5,43.1,9.8,0.0,1007.6,440
Delhi,2024-01-14 12:00:00,79.76,133.35,27.71,34.26,1.25,54.84,12.4,67.1,6.4,3.0,1015.6,176
Pune,2024-01-14 13:00:00,71.43,127.03,45.31,21.03,2.05,30.31,21.4,72.8,11.3,0.0,1012.3,167
Pune,2024-01-14 14:00:00,166.32,252.54,49.09,23.57,1.11,41.89,34.3,59.6,3.9,0.0,1017.3,353
Bengaluru,2024-01-14 15:00:00,151.67,212.4,20.06,21.41,2.28,40.18,26.6,53.7,10.9,3.0,1026.3,306
Mumbai,2024-01-14 16:00:00,144.96,218.72,53.31,23.71,2.14,23.01,35.1,59.1,10.5,0.0,1011.8,310
Mumbai,2024-01-14 17:00:00,145.13,215.84,31.25,19.16,1.17,51.53,22.7,61.3,7.0,0.0,1005.4,302
Delhi,2024-01-14 18:00:00,119.51,198.95,75.38,19.76,1.15,45.84,31.9,47.8,11.1,0.0,1002.2,273
Pune,2024-01-14 19:00:00,84.11,139.07,56.38,26.34,0.89,10.19,22.0,38.5,6.1,0.0,1006.6,193
Mumbai,2024-01-14 20:00:00,123.03,201.45,41.6,36.42,1.09,41.88,20.2,25.2,3.5,0.0,1018.4,269
Indore,2024-01-14 21:00:00,92.91,130.68,36.08,10.2,0.78,27.18,26.3,78.3,10.6,0.0,1014.9,195
Delhi,2024-01-14 22:00:00,159.0,268.96,46.32,19.27,1.61,53.36,22.3,65.9,7.2,0.0,1013.4,350
Delhi,2024-01-14 23:00:00,114.12,174.53,57.8,11.74,0.67,17.76,16.2,63.8,9.4,0.0,1014.3,250
Indore,2024-01-15 00:00:00,86.98,144.91,47.59,31.14,1.7,33.01,25.7,78.2,13.3,0.0,1016.3,197
Delhi,2024-01-15 01:00:00,107.14,173.86,44.53,15.89,1.71,43.07,27.7,37.9,5.2,0.0,1002.7,236
Mumbai,2024-01-15 02:00:00,136.52,209.84,48.93,9.9,0.57,38.76,35.9,30.2,7.0,0.0,1017.9,293
Mumbai,2024-01-15 03:00:00,97.45,141.68,38.34,24.47,2.17,48.68,33.6,64.1,12.5,0.0,1014.3,207
Mumbai,2024-01-15 04:00:00,87.11,125.25,42.51,32.21,1.66,16.74,35.5,62.7,9.6,0.0,1003.4,187
Indore,2024-01-15 05:00:00,129.75,224.8,14.63,24.65,1.77,61.13,32.0,30.3,5.3,0.0,1014.0,281
Mumbai,2024-01-15 06:00:00,129.8,229.4,63.58,21.43,1.02,45.35,29.3,63.8,4.4,3.0,1004.2,298
Indore,2024-01-15 07:00:00,99.72,165.53,52.78,22.86,1.71,57.04,18.4,51.6,5.8,15.0,1015.1,225
Indore,2024-01-15 08:00:00,101.16,145.81,35.62,29.9,1.96,50.24,28.0,45.1,5.1,0.0,1012.7,213
Indore,2024-01-15 09:00:00,129.28,201.78,78.38,13.88,1.35,37.84,31.2,52.7,8.3,3.0,1005.9,289
Delhi,2024-01-15 10:00:00,62.08,105.01,49.39,19.22,2.4,20.02,37.2,18.9,7.8,3.0,1014.5,146
Bengaluru,2024-01-15 11:00:00,63.7,109.05,31.42,16.83,1.42,30.11,31.8,48.5,8.4,0.0,1016.9,144
Pune,2024-01-15 12:00:00,91.26,132.08,61.71,11.82,1.97,60.25,35.7,46.7,4.8,0.0,1008.6,201
Indore,2024-01-15 13:00:00,111.46,156.05,54.37,17.7,1.55,57.4,19.8,66.9,7.3,0.0,1016.7,237
Mumbai,2024-01-15 14:00:00,132.44,223.14,54.31,27.75,1.69,29.33,24.7,55.5,0.9,3.0,1010.3,295
Indore,2024-01-15 15:00:00,179.01,276.15,41.19,23.97,0.56,5.0,30.0,68.2,8.0,15.0,1017.2,378
Pune,2024-01-15 16:00:00,154.31,231.74,55.21,24.51,1.59,35.02,35.1,17.2,11.3,0.0,1011.4,329
Bhopal,2024-01-15 17:00:00,113.6,159.63,43.81,21.03,1.03,33.97,26.0,44.6,2.9,0.0,1019.0,238
Delhi,2024-01-15 18:00:00,119.24,192.71,56.9,23.66,0.98,34.5,26.4,66.9,9.0,0.0,1006.5,265
Mumbai,2024-01-15 19:00:00,79.9,139.06,17.52,14.4,2.27,45.4,31.8,53.1,5.5,0.0,1006.7,176
Delhi,2024-01-15 20:00:00,119.26,212.65,41.06,17.83,1.29,50.27,19.1,71.5,10.1,15.0,1007.3,269
Delhi,2024-01-15 21:00:00,108.45,176.38,75.55,21.34,0.9,51.86,38.3,29.1,8.0,0.0,1012.8,248
Bhopal,2024-01-15 22:00:00,132.91,213.42,35.73,21.94,1.22,44.24,20.8,69.7,8.8,15.0,1011.1,286
Indore,2024-01-15 23:00:00,86.91,124.63,38.34,22.24,0.75,12.79,13.6,47.8,7.7,0.0,1013.7,185
Mumbai,2024-01-16 00:00:00,140.77,227.99,40.83,19.03,2.12,33.22,27.1,46.2,11.8,3.0,1005.0,305
Bengaluru,2024-01-16 01:00:00,181.31,281.39,28.56,17.36,1.05,70.26,38.9,73.9,8.6,15.0,1007.7,380
Delhi,2024-01-16 02:00:00,115.65,190.0,12.67,42.1,1.66,43.24,31.1,76.6,5.2,0.0,1019.6,245
Pune,2024-01-16 03:00:00,136.07,211.65,44.31,26.35,2.08,43.15,32.3,74.6,7.8,0.0,1014.2,292
Bengaluru,2024-01-16 04:00:00,147.61,220.84,50.17,22.89,1.15,43.03,27.3,90.6,6.3,3.0,1015.7,314
Bengaluru,2024-01-16 05:00:00,103.95,149.48,47.16,18.37,1.67,43.82,25.9,78.3,8.0,0.0,1010.5,222
Indore,2024-01-16 06:00:00,128.96,196.79,45.68,16.84,0.88,5.0,16.2,45.3,6.2,0.0,1013.8,276
Bengaluru,2024-01-16 07:00:00,120.5,173.36,48.69,19.08,2.62,34.65,11.2,60.3,5.3,3.0,1009.2,255
Mumbai,2024-01-16 08:00:00,123.91,182.24,64.37,22.05,1.87,37.47,28.4,52.2,8.1,15.0,1000.9,269
Indore,2024-01-16 09:00:00,89.08,159.89,44.95,6.84,1.3,55.94,36.2,90.5,7.7,0.0,1018.2,206
Pune,2024-01-16 10:00:00,120.98,190.86,38.81,9.01,1.01,38.67,29.4,75.7,10.9,0.0,1013.1,261
Bengaluru,2024-01-16 11:00:00,139.92,225.66,43.5,15.54,1.34,14.95,31.4,55.0,6.2,0.0,1007.6,303
Indore,2024-01-16 12:00:00,178.05,311.48,57.27,21.45,1.23,44.02,38.1,72.0,1.2,0.0,1012.0,398
Mumbai,2024-01-16 13:00:00,158.37,284.79,70.59,18.33,2.38,26.75,29.3,38.3,6.3,3.0,1009.2,363
Delhi,2024-01-16 14:00:00,206.13,336.62,37.95,30.35,0.79,20.97,26.1,62.0,2.3,3.0,1021.0,441
Bhopal,2024-01-16 15:00:00,89.31,154.05,49.58,9.62,1.47,26.32,21.3,43.0,8.8,15.0,1016.0,205
Indore,2024-01-16 16:00:00,154.89,237.11,53.41,14.74,1.39,45.6,41.2,31.0,2.1,0.0,1005.1,332
Pune,2024-01-16 17:00:00,127.33,193.84,32.12,30.64,1.34,55.62,30.7,70.6,4.3,3.0,1004.3,269
Bhopal,2024-01-16 18:00:00,207.59,324.07,48.33,20.92,1.35,44.76,20.4,72.5,6.3,0.0,1013.5,441
Delhi,2024-01-16 19:00:00,87.67,146.32,24.55,26.19,1.34,46.85,18.8,65.3,12.4,3.0,1012.8,192
Pune,2024-01-16 20:00:00,86.41,144.56,19.7,34.36,1.84,44.62,35.8,55.1,4.1,0.0,1015.1,188
Mumbai,2024-01-16 21:00:00,96.02,146.54,53.87,15.14,1.7,39.42,19.7,37.7,7.5,3.0,1011.1,212
Pune,2024-01-16 22:00:00,35.04,50.93,41.86,19.3,1.61,47.76,40.0,39.4,9.4,0.0,1008.1,83
Delhi,2024-01-16 23:00:00,98.97,163.59,51.24,18.09,0.1,5.0,8.0,42.5,12.2,0.0,1015.1,223
Bhopal,2024-01-17 00:00:00,89.63,130.09,47.71,6.32,1.55,39.56,37.0,54.3,10.0,0.0,1015.6,194
Mumbai,2024-01-17 01:00:00,126.02,205.58,32.38,17.83,0.57,23.37,30.4,75.2,11.0,0.0,1019.5,272
Pune,2024-01-17 02:00:00,133.67,224.21,47.28,26.17,1.72,54.28,27.8,75.0,10.3,3.0,1016.4,296
Bengaluru,2024-01-17 03:00:00,195.05,327.73,28.27,23.78,2.14,35.94,25.8,31.6,3.6,15.0,1007.0,419
Bengaluru,2024-01-17 04:00:00,158.02,268.85,70.26,24.33,0.94,38.43,40.2,46.9,8.7,0.0,1013.5,355
Indore,2024-01-17 05:00:00,96.92,169.53,26.3,17.37,1.27,16.93,31.9,46.5,10.2,3.0,1010.3,215
Bengaluru,2024-01-17 06:00:00,84.06,134.5,44.87,15.41,1.1,52.24,20.7,17.5,4.4,0.0,1006.3,187
Pune,2024-01-17 07:00:00,139.68,236.35,31.32,28.88,2.02,46.78,15.0,67.1,5.6,0.0,1001.3,304
Bhopal,2024-01-17 08:00:00,67.19,110.71,57.13,16.52,1.45,45.8,28.2,54.1,4.9,0.0,1025.5,158
Bengaluru,2024-01-17 09:00:00,193.26,284.99,42.7,22.06,2.26,26.62,27.0,56.2,10.0,0.0,1008.6,402
Indore,2024-01-17 10:00:00,167.18,235.77,39.7,21.14,1.61,27.17,16.4,79.5,7.3,0.0,1011.2,344
Mumbai,2024-01-17 11:00:00,101.23,153.25,61.65,30.23,1.52,41.13,26.6,59.4,6.5,15.0,1013.3,224
Bengaluru,2024-01-17 12:00:00,51.47,81.19,48.47,26.8,1.43,28.28,23.0,51.1,3.4,0.0,1012.7,121
Indore,2024-01-17 13:00:00,174.15,286.81,56.27,10.93,1.81,44.09,27.1,67.2,7.3,15.0,996.9,381
Bengaluru,2024-01-17 14:00:00,115.42,200.83,32.3,11.69,0.53,7.75,32.1,74.9,5.7,0.0,1011.0,256
Bengaluru,2024-01-17 15:00:00,169.51,250.62,25.52,24.05,1.44,31.17,37.4,62.7,8.3,0.0,1022.6,349
Pune,2024-01-17 16:00:00,56.22,81.54,49.72,19.55,1.36,63.15,33.4,69.0,3.8,0.0,1010.7,128
Bhopal,2024-01-17 17:00:00,96.02,171.44,42.9,16.81,1.76,44.15,21.9,55.7,8.1,0.0,1021.8,220
Indore,2024-01-17 18:00:00,120.21,173.49,58.02,27.11,1.31,40.34,29.6,56.7,6.1,0.0,1012.2,258
Indore,2024-01-17 19:00:00,121.88,193.96,46.72,21.31,0.88,65.79,27.4,59.8,3.5,0.0,1009.9,266
Delhi,2024-01-17 20:00:00,102.0,166.69,51.28,20.37,1.4,5.3,17.7,46.0,3.3,0.0,1012.9,228
Delhi,2024-01-17 21:00:00,144.91,234.26,22.03,25.46,0.86,26.59,29.8,48.9,3.7,0.0,1012.2,308
Indore,2024-01-17 22:00:00,77.3,110.87,78.21,17.37,0.44,32.38,40.0,80.0,6.8,0.0,1012.1,178
Pune,2024-01-17 23:00:00,114.3,162.63,45.37,30.98,1.76,50.02,27.2,90.1,7.9,15.0,1008.5,241
Bhopal,2024-01-18 00:00:00,124.81,180.0,59.16,14.48,1.69,50.26,15.8,83.5,8.4,0.0,1003.8,267
Bengaluru,2024-01-18 01:00:00,140.58,229.74,34.62,24.6,1.63,25.88,27.2,36.8,8.5,15.0,1015.4,304
Mumbai,2024-01-18 02:00:00,148.46,240.18,52.93,30.04,2.05,51.97,18.5,35.3,5.1,0.0,1012.6,324
Pune,2024-01-18 03:00:00,75.01,112.03,27.15,10.36,1.07,32.35,33.0,38.9,10.9,3.0,1022.0,160
Bengaluru,2024-01-18 04:00:00,58.64,97.05,55.23,17.6,0.68,54.96,30.7,60.2,6.1,0.0,1011.8,139
Mumbai,2024-01-18 05:00:00,171.11,295.68,42.3,28.0,1.36,23.54,25.8,13.1,8.9,0.0,1002.9,377
Bhopal,2024-01-18 06:00:00,133.29,188.83,48.47,28.1,1.23,36.27,24.7,48.6,7.0,0.0,1013.9,279
Delhi,2024-01-18 07:00:00,90.06,144.03,59.17,18.8,0.98,31.14,25.5,80.5,8.7,15.0,1012.5,204
Indore,2024-01-18 08:00:00,182.05,305.06,28.28,14.86,1.36,52.78,27.1,73.7,6.8,0.0,1009.4,392
Bhopal,2024-01-18 09:00:00,124.63,187.06,37.05,26.69,1.09,30.68,21.6,49.9,8.8,0.0,1015.7,264
Mumbai,2024-01-18 10:00:00,167.17,254.62,55.32,28.28,0.48,37.41,17.3,51.1,7.5,0.0,1015.0,357
Pune,2024-01-18 11:00:00,122.7,201.9,81.57,11.85,1.18,45.1,35.0,67.1,10.1,0.0,1004.8,281
Indore,2024-01-18 12:00:00,202.43,356.11,45.79,11.57,0.83,45.63,24.3,73.0,4.9,0.0,1009.2,447
Mumbai,2024-01-18 13:00:00,190.21,327.92,57.46,21.58,1.52,50.42,28.2,49.5,1.8,15.0,1018.6,422
Bengaluru,2024-01-18 14:00:00,110.04,179.73,46.29,24.41,1.07,40.96,29.0,54.3,4.4,15.0,1006.1,243
Bengaluru,2024-01-18 15:00:00,158.86,268.81,79.08,17.91,1.96,32.14,29.3,48.9,10.9,0.0,1011.0,359
Pune,2024-01-18 16:00:00,145.82,225.42,20.04,24.76,2.2,33.1,18.8,36.7,7.0,3.0,1013.4,304
